GeneID,Type,Component,Substrate
2508871066,NCS1,unknown,cytosine/purines/uracil/thiamine/allantoin
2508866730,NCS2,unknown,xanthine/uracil
2508867115,NCS2,unknown,xanthine/uracil
2508870729,NCS2,unknown,xanthine/uracil
2508870609,NhaA,unknown,sodium ion:proton antiporter
2508871264,NhaA,unknown,sodium ion:proton antiporter
2508870348,NiCoT,unknown,nickel ion
2508868464,Nramp,unknown,manganese/iron ion
2508868498,Nramp,unknown,manganese/iron ion
2508871482,Nramp,unknown,manganese/iron ion
2508870590,NSS,unknown,sodium ion:solute symporter
2508869782,OMF,unknown,unknown substrate
2508867973,OOP,unknown,unknown substrate
2508871042,OOP,unknown,unknown substrate
2508866080,OPT,unknown,oligopeptide
2508871729,Oxa1,unknown,60 KD inner membrane protein OxaA homolog
2508866708,P-ATPase,unknown,zinc/cadmium/cobalt ion
2508867984,P-ATPase,unknown,zinc/cadmium/cobalt ion
2508868235,P-ATPase,unknown,potassium ion
2508868236,P-ATPase,unknown,potassium ion
2508868237,P-ATPase,unknown,potassium ion
2508871372,P-ATPase,unknown,zinc/cadmium/cobalt ion
2508871650,P-ATPase,unknown,zinc/cadmium/cobalt ion
2508869733,PiT,unknown,phosphate
2508870382,PiT,unknown,phosphate
2508866051,PNaS,unknown,sodium ion:phosphate symporter
2508866071,RhtB,unknown,amino acid efflux
2508867135,RhtB,unknown,amino acid efflux
2508867210,RhtB,unknown,amino acid efflux
2508867877,RhtB,unknown,amino acid efflux
2508868503,RhtB,unknown,amino acid efflux
2508868968,RhtB,unknown,amino acid efflux
2508869483,RhtB,unknown,amino acid efflux
2508869869,RhtB,unknown,amino acid efflux
2508870793,RhtB,unknown,amino acid efflux
2508869653,RND,unknown,multidrug efflux
2508869734,RND,unknown,multidrug efflux
2508871192,RND,unknown,multidrug efflux
2508866280,SSS,unknown,sodium ion:proline symporter
2508866786,SSS,unknown,sodium ion:proline symporter
2508866932,SSS,unknown,sodium ion:proline symporter
2508867613,SSS,unknown,sodium ion:proline symporter
2508867768,SSS,unknown,sodium ion:proline symporter
2508868238,SSS,unknown,sodium ion:proline symporter
2508869206,SSS,unknown,sodium ion:proline symporter
2508869949,SSS,unknown,sodium ion:proline symporter
2508870233,SSS,unknown,sodium ion:proline symporter
2508870360,SSS,unknown,sodium ion:proline symporter
2508870469,SSS,unknown,sodium ion:proline symporter
2508871107,SSS,unknown,sodium ion:proline symporter
2508871502,SSS,unknown,sodium ion:proline symporter
2508871667,SSS,unknown,sodium ion:proline symporter
2508866100,SulP,unknown,sulfate
2508869256,SulP,unknown,sulfate
2508869623,SulP,unknown,sulfate
2508870333,SulP,unknown,sulfate
2508870336,SulP,unknown,sulfate
2508871349,SulP,unknown,sulfate
2508871245,Tat,unknown,protein export
2508871246,Tat,unknown,protein export
2508871247,Tat,unknown,protein export
2508869571,TDT,unknown,tellurite
2508870685,TDT,unknown,tellurite
2508866910,TerC,unknown,tellurium ion efflux
2508868530,TerC,unknown,tellurium ion efflux
2508868691,TerC,unknown,tellurium ion efflux
2508870543,ThrE,unknown,unknown substrate
2508867025,TRAP-T,unknown,C4-dicarboxylate
2508867026,TRAP-T,unknown,C4-dicarboxylate
2508867027,TRAP-T,unknown,C4-dicarboxylate
2508871039,TRIC,unknown,unknown substrate
2508867791,Trk,unknown,potassium ion uptake
2508866705,UBS1,unknown,sodium ion/
2508867653,VIC,unknown,potassium ion channel
2508869655,VIC,unknown,potassium ion channel
2508869825,VIC,unknown,potassium ion channel
2508871138,YggT,unknown,unknown substrate
2508868041,ZIP,unknown,zinc ion
